id,type,slug,title,url,httpStatus,finalUrl,hops,isLoop,redirectChain
2015,article,"regulations-2015","קורונה: אושרו תקנות חירום להגבלת הפעילות","https://jus-tice.co.il/regulations-2015/",200,"https://jus-tice.co.il/regulations-2015/",0,false,"https://jus-tice.co.il/regulations-2015/"
2002,article,"regulations-new-25-03-2020","25/03 תקנות שעת חירום (נגיף הקורונה החדש &#8211; הגבלת פעילות), התש״ף-2020","https://jus-tice.co.il/regulations-new-25-03-2020/",200,"https://jus-tice.co.il/regulations-new-25-03-2020/",0,false,"https://jus-tice.co.il/regulations-new-25-03-2020/"
1991,article,"24-03-2020","הנחיות להסעות של עובדים חיוניים עדכון 24/03/2020","https://jus-tice.co.il/24-03-2020/",200,"https://jus-tice.co.il/24-03-2020/",0,false,"https://jus-tice.co.il/24-03-2020/"
1980,article,"article-1980","בג&quot;ץ מורה ליו&quot;ר הכנסת לכנס את מליאת הכנסת בהקדם האפשרי","https://jus-tice.co.il/article-1980/",200,"https://jus-tice.co.il/article-1980/",0,false,"https://jus-tice.co.il/article-1980/"
1978,article,"self-employed-and-freelancer","עצמאים ופרילנסרים | זכויות בעקבות משבר הקורונה","https://jus-tice.co.il/self-employed-and-freelancer/",200,"https://jus-tice.co.il/self-employed-and-freelancer/",0,false,"https://jus-tice.co.il/self-employed-and-freelancer/"
1974,article,"review-cyber-23-3-2020","קורונה &#8211; סקירה יומית &#8211; 23.3.2020 מערך הסייבר הלאומי","https://jus-tice.co.il/review-cyber-23-3-2020/",200,"https://jus-tice.co.il/review-cyber-23-3-2020/",0,false,"https://jus-tice.co.il/review-cyber-23-3-2020/"
1966,article,"courts-law","קורונה: סוגי עניינים שיידונו בבתי הדין לעבודה","https://jus-tice.co.il/courts-law/",200,"https://jus-tice.co.il/courts-law/",0,false,"https://jus-tice.co.il/courts-law/"
1963,article,"regulations-2020","תקנות שעת חירום (שיקים ללא כיסוי), התש״ף-2020","https://jus-tice.co.il/regulations-2020/",200,"https://jus-tice.co.il/regulations-2020/",0,false,"https://jus-tice.co.il/regulations-2020/"
1951,article,"regulations-1951","קורונה: תקנות שעת חירום &#8211; לקוחות שהשיקים שלהם חזרו חשבונם לא יוקפא","https://jus-tice.co.il/regulations-1951/",200,"https://jus-tice.co.il/regulations-1951/",0,false,"https://jus-tice.co.il/regulations-1951/"
1943,article,"regulations-new","תקנות שעת חירום הגבלת מספר העובדים במקום עבודה לשם צמצום התפשטות נגיף הקורונה החדש","https://jus-tice.co.il/regulations-new/",200,"https://jus-tice.co.il/regulations-new/",0,false,"https://jus-tice.co.il/regulations-new/"
1926,article,"new-house-2020","צו בריאות העם (נגיף הקורונה החדש) (בידוד בית והוראות שונות) (הוראת שעה), התש״ף-2020","https://jus-tice.co.il/new-house-2020/",200,"https://jus-tice.co.il/new-house-2020/",0,false,"https://jus-tice.co.il/new-house-2020/"
1910,article,"company","חברת תעופה פשטה את הרגל סוכנות הנסיעות אחראית להחזר כספי?","https://jus-tice.co.il/company/",200,"https://jus-tice.co.il/company/",0,false,"https://jus-tice.co.il/company/"
